"id";"Titulo";"anoLetivo";"avaliacaoProposta";"coorientador";"dataEstado";"dataProposta";"descricao";"entidade";"estado";"idGrupo";"idtfc";"motivoRecusa";"numeroInscricoes";"orientador";"orientadorProposto";"preponente";"semestre";"tecnologias"
162;Plataforma de Monitorização de Impressoras 3D de Construção de Casas;"2020";;;"2022-10-07";"2022-10-07";Desenvolvimento de plataforma de sensores a instalar em Impressoras 3D de construção civil. Este projeto tem vârios módulos, entre os quais o desenvolvimento de sensores (eventualmente baseados em Arduino/Raspberry), componente de comunicações de IoT com sistema central e plataforma analítica e alarmistica de dados.;55;A Aguardar Atribuição;;DEISI162;;0;p3113;;p3113;0;
163;Portal Empresarial de Conteúdos e CRM Integrado;"2020";;;"2022-10-07";"2022-10-07";Desenvolvimento de Plataforma de Conteúdos para empresa em WordPress, com integração de Módulo de Gestão de Clientes OpenSource (a definir entre SuiteCRM e Odoo) e de Marketing (extensão e integração com Mailchimp).;32;Publicado;;DEISI163;;0;p3113;;p3113;0;
164;Aprendizagem baseada em jogos e recursos educacionais abertos;"2020";;;"2022-10-07";"2022-10-07";Aprendizagem baseada em jogos, recursos digitais multimédia e/ou recursos educacionais abertos. Pretende-se explorar a conceção e desenvolvimento de jogos, para a aprendizagem ao longo da vida, formação profissional ou em contexto das redes colaborativas. O tema, plataforma (web, mobile), tecnologias e as funcionalidades dos jogos/ recursos deverão ser definidos juntamente com o orientador.;;Publicado;;DEISI164;;0;p3478;;p3478;0;
165;Desenvolvimento, publicação e distribuição online de jogos sérios;"2020";;;"2022-10-07";"2022-10-07";Site de alojamento de jogos sérios (https://pt.wikipedia.org/wiki/Serious_game), permite desenvolver, publicar e distribuir jogos sérios em plataformas móveis, sociais e online.;;A Aguardar Atribuição;;DEISI165;;0;p3478;;p3478;0;
166;Tecnologias de certificação e qualificação;"2020";;;"2022-10-07";"2022-10-07";Propõe-se criar funcionalidades para certificação e qualificação, através de aplicação e desenvolvimento de modelos de negócio B2B/ B2C, tecnologias de eLearning aplicadas: SCORM, Badges, etc..;;A Aguardar Atribuição;;DEISI166;;0;p3478;;p3478;0;
167;Conteúdos de aprendizagem colaborativos;"2020";;;"2022-10-07";"2022-10-07";Criação de uma rede colaborativa para utilização de entidades, professores e formadores, que permita construir e reconstruir automaticamente, semi-autmaticamente ou manualmente, conteúdos de aprendizagem formais e não-formais. Plataforma permite construir, reconstruir e reutilizar conteúdos colaborativamente em diversos contextos.;;Publicado;;DEISI167;;0;p3478;;p3478;0;
168;Ubiquous Quiz Builder;"2020";Aceite;;"2022-10-07";"2022-10-07";Pretende-se dar continuidade ao projecto Android Quiz Builder v2, fazendo desta vez uma aplicação de resposta aos questionârios capaz de correr em vârias plataformas através da tecnologia Flutter e PHP. Este trabalho jâ se encontra a ser orientado pelo Prof. Miguel Tavares e Co-orientado pelo Prof. Bruno Cipriano.;10;Publicado;;Aluno168;;0;p5502;p5502;a21807232;0;
169;Plataforma de emprego para recém graduados sem experiência profissional;"2020";Aceite;;"2022-10-07";"2022-10-07";Plataforma de procura e oferta de emprego para recém graduados sem experiência profissional. Haverâ um mecanismo de busca e uma ârea  reservada às empresas onde podem anunciar vagas. Serâ utilizada a API do Linkedin para o registo de utilizadores e aconselhamento de vagas de acordo com perfis semelhantes existentes. Serão utilizadas outras APIs como Stack Overflow para recolha de vagas. Esta plataforma visa facilitar o encontro de vagas para pessoas sem experiência profissional de qualquer ârea.;10;Publicado;52;G169;;0;p5932;p5932;a21901796;0;
170;Classificador de géneros musicais;"2020";;;"2022-10-07";"2022-10-07";Pretende-se criar um classificador automâtico/ semi-automâtico de géneros/ sub-géneros musicais lusófonos;;Publicado;;DEISI170;;0;p3478;;p3478;0;
171; BoxIt - Plataforma Geradora de Redes de Computadores Virtuais;"2020";Aceite;;"2022-10-07";"2022-10-07";"Pretende-se dar continuidade a este trabalho iniciado no ano passado corrigindo e implementando um frontend web para os utilizadores da plataforma. Existem algumas funcionalidades que não foram terminadas ou que têm problemas no backend que também serão alvo de melhoria.

Este trabalho jâ tem orientador atribuído, sendo este o Professor Miguel Tavares.";10;Publicado;;Aluno171;;0;p5502;p5502;a21807838;0;
172;Gamificação para turismo com aplicação de prâticas crowdsourcing marketing ;"2020";;;"2022-10-07";"2022-10-07";Aplicação gamificada para apoiar prâticas de crowdsourcing marketing no turismo, com abordagem ao marketing, sustentabilidade, educação, mobilidade e tecnologia.;;A Aguardar Atribuição;;DEISI172;;0;p3478;;p3478;0;
173;Sistema de gestão de uma empresa de atividades nâuticas e alojamento ;"2020";;;"2022-10-07";"2022-10-07";Pretende-se com este trabalho continuar o desenvolvimento de uma plataforma web para gestão das actividades da Wakevilla LDA, uma empresa de actividades nauticas e alojamento. Esta pequena empresa, identificou algumas necessidades que podem que podem ser colmatadas através do desenvolvimento de uma aplicação web. O principal objectivo deste TFC é criar uma nova funcionalidade, na app jâ existente, que permita a gestão do alojamento e que faça a ligação a sites como o booking. ;;Publicado;;DEISI173;;0;p5403;;p5403;0;
174;The price is right;"2020";Aceite;;"2022-10-07";"2022-10-07";O objetivo é desenvolver uma plataforma, para as pessoas antes de se deslocarem aos supermercados, saberem onde encontrar os produtos com preços mais baratos nos supermercados em seu redor. Os preços serão atualizados pelas pessoas , através de QrCode, leitura das faturas etc. A aplicação irâ comparar e calcularâ qual o melhor supermercado que a pessoa se deve dirigir para poupar dinheiro, através do preço dos produtos bem como o calculo da distância, a pé ou de transportes.;10;Publicado;;Aluno174;;0;p3478;p3478;a21700547;0;
175;Aplicação Móvel para auxilio de donos de animais de estimação;"2020";Aceite;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação que permite auxiliar os donos de animais de estimação evitando o abandono dos mesmos por não ser possível levâ-los connosco.  Esta serâ uma aplicação que engloba um diverso leque de funcionalidades como: 
-A localização de locais onde é permitido a entrada dos animais (Hotéis, Restaurantes, parques,jardins,etc.)
-Com o dia a dia e a saúde do animal (calendârio, marcação de vacinas, etc.)
-Venda de comida/acessórios para animais através da aplicação.";10;Publicado;54;G175;;0;p5932;p5932;a21801685;0;
176;Aplicação para a controlo de mapas multispectrais (2D e 3D) a partir de Drones;"2020";;;"2022-10-07";"2022-10-07";Pretende-se desenvolver uma aplicação móvel que consiga monitorizar mapas 2D e 3D multispectrais. Este trabalho insere-se em parceria com uma empresa portuguesa.;;Publicado;;DEISI176;;0;p6115;;p6115;0;
177;Framework para Redes Colaborativas;"2020";;;"2022-10-07";"2022-10-07";Cada participante poderâ focar num componente específico. Pretende-se criar uma framework criando novos métodos, estratégias, APIs, ferramentas de gestão de informação e do conhecimento em redes colaborativas de organizações, modelos e anâlise dos processos sociotécnicos de colaboração, e para redes de negócios colaborativos, através da gestão de recursos, planeamento e coordenação em redes dinâmicas, otimização heurística de objetivos, e inter-operacionalidade técnica e semântica. ;;A Aguardar Atribuição;;DEISI177;;0;p3478;;p3478;0;
178;Agregador semântico multi-temâtico ;"2020";;;"2022-10-07";"2022-10-07";Portal social, com pesquisa natural, adaptativo a cada utilizador, agregador multi-temâtico de publicações de blogs, portais e outros recursos.;;Publicado;;DEISI178;;0;p3478;;p3478;0;
179;Gamificação de um website empresarial;"2020";;;"2022-10-07";"2022-10-07";Pretende-se a criação de um website com backoffice para gerir a aplicação e a base de dados, por consequência, estimula o interesse dos utilizadores e o seu envolvimento para com a aplicação e a organização. A gamificação é utilizada para nos motivar a realizar determinadas ações de forma a atingirmos objetivos e ganharmos recompensas.;;Publicado;;DEISI179;;0;p3478;;p3478;0;
180;Mobile TV com Android;"2020";;;"2022-10-07";"2022-10-07";Criação de uma aplicação Android, que possibilite a interação com o utilizador e ver televisão através de dispositivos móveis, com tecnologias HTTP Streaming, por meio do MPEG-DASH.;;Publicado;;DEISI180;;0;p3478;;p3478;0;
181;Luso-LogiSim;"2020";;;"2022-10-07";"2022-10-07";"Dominar o simulador LogiSim (código aberto) usado na disciplina de Arquitectura de Computadores da LEI/RT:
a)-Incluir uma Biblioteca ""Lusofona"" com componentes específicos usados nas aulas de SD e AC.
b)-Compilar uma versão do simulador personalizada com outras funcionalidades.
Requisitos do único aluno - Média mínima de SD/AC de catorze valores; Programação JAVA; Desenho Grâfico.
Pesquisa:""LogiSim""; JAVA programming"";";;A Aguardar Atribuição;;DEISI181;;0;p1059;;p1059;0;
182;Luso-Arduino;"2020";;;"2022-10-07";"2022-10-07";"Dominar a plataf/ Arduino com comunic/ para servir de base a TFCs futuros:Gerar libs específicas ""Lusofona"";Definir um método para gerar placas de circuit/ optimizados em termos de custo usando a plataf/;Além de código bâsico exemplo, serão incluídas na biblioteca módulos para sensores bâsicos (I/O digital, Temp/ e Humidade); GPS; Acelerómetro de 3 eixos e LoRa;Serâ apres/ no final um demonst/ com coms LoRa em rede ""Mesh"". Nota: O prof. fornece o hardw necessârio e acesso a LAB de electrónica.
";;Publicado;;DEISI182;;0;p1059;;p1059;0;
183;Luso-APPMovel;"2020";;;"2022-10-07";"2022-10-07";"Estudar plataformas de programação móvel adaptadas ao ensino: a)-Começar por estudar a plataf/ ""APP Inventor"" do MIT b)-Confront/ com alternat/. Apres/ tabela comparativa.c)-Apresentar um demonst/ usando a plataf/ escolhida: acesso a base de dados remota e coms usando RS232/Bluetooth para  comunicar com mód/ específ/ (p.ex sensores de temp/; I/Os digitais, etc. em arduinos ou outros).Requis/ do único aluno: Aproveit/ a SD e AC.Nota: O prof. fornece o hardw necess/ e acesso a LAB de electrónica.";;Publicado;;DEISI183;;0;p1059;;p1059;0;
184;Telemóvel como instrumento musical em orquestra de computadores em rede;"2020";;;"2022-10-07";"2022-10-07";"Desenvolvimento de uma aplicação móvel que transforme o telemóvel num instrumento musical.
No backoffice existirâ uma base de dados de sons e funções de transformação. No telemóvel, um interface permitirâ escolher sons e transformações que serão parametrizadas pelos sensores do telemóvel. A série temporal de sinais dos sensores serâ enviada para o backoffice que gerarâ os sons transformados, sendo reproduzidos e integrados numa orquestra de computadores em rede. lucio.studer@ulusofona.pt";61;Publicado;;DEISI184;;0;p6069;;p6069;0;
185;Plataforma para gestão de agrupamento musical;"2020";;;"2022-10-07";"2022-10-07";Desenvolvimento de uma aplicação web para apresentação e gestão da atividade de agrupamentos musicais. Deverâ congregar informação variada do agrupamento, e permitir criar e gerir eventos, inserindo texto, fotos, videos, localização. Deverâ usar uma mailing list e interagir com o Facebook e Instagram para publicitar automaticamente os eventos, antes e depois. Deverâ apresentar dashboards da sua atividade (mapa, salas de concerto, número de concertos, page views). lucio.studer@ulusofona.pt;57;Publicado;;DEISI185;;0;p6069;;p6069;0;
186;Aplicação de comparação de preços;"2020";Recusado;;"2022-10-07";"2022-10-07";"A nossa aplicação destina-se a comparar preços de produtos de vârios supermercados e postos de combustível.
O objetivo da aplicação é consoante um produto ou produtos escolhidos pelo utilizador, esta indicar ao utilizador qual o supermercado ou posto de combustível na proximidade que oferece os melhores preços.
";10;Recusado;56;G186;Existe proposta anterior sobre o mesmo tema;0;p5617;p5617;a21702996;0;
187;Plataforma de comparação de jogadores de futebol (website);"2020";Recusado;;"2022-10-07";"2022-10-07";"Esta plataforma serve para clubes de futebol ou analistas compararem jogadores de futebol através dos seus atributos (velocidade, finalização, etc). Esta plataforma indicarà também qual o jogador mais indicado para substituir outro, qual o jogador que encaixa melhor no modo de jogo de X equipa. Entre vàrias estatísticas do jogador.

";10;Recusado;56;Aluno187;"1. A proposta não foi discutida com o orientador proposto
2. Não tem fundamentação suficiente para justificar a taxa de esforço esperada de TFC";0;p5932;p5932;a21702996;0;
188;Footbet;"2020";Recusado;;"2022-10-07";"2022-10-07";A nossa proposta de TFC consiste no desenvolvimento de uma aplicação mobile tendo em vista o suporte na compra e venda de prognósticos de apostas desportivas. A nossa aplicação contarâ com vârias estatísticas  que permitam aos utilizadores escolherem entre os melhores vendedores de prognósticos disponíveis.;10;Recusado;56;Aluno188;"1. A proposta não foi discutida com o orientador proposto
2. Não tem fundamentação suficiente para justificar a taxa de esforço esperada de TFC";0;p5932;p5932;a21702996;0;
